duration_ms,error,operation,output_bytes,peak_rss_bytes,repetition,size,success,target
46,,convert,1135,83140608,23,2,True,pydantic-ai
45,,convert,2061,84623360,23,2,True,autogen
45,,convert,1939,84803584,23,2,True,semantic-kernel
52,,convert,1711,84262912,23,2,True,haystack
0.95,,validate,,38666240,24,2,True,
49,,convert,2347,81739776,24,2,True,crewai
41,,convert,1673,84623360,24,2,True,adk
43,,convert,1979,84803584,24,2,True,langgraph
48,,convert,1211,83902464,24,2,True,openai-agents
50,,convert,3350,83902464,24,2,True,microsoft-agent-framework
41,,convert,2795,83542016,24,2,True,strands
47,,convert,1135,79937536,24,2,True,pydantic-ai
47,,convert,2061,84262912,24,2,True,autogen
52,,convert,1939,84262912,24,2,True,semantic-kernel
41,,convert,1711,84262912,24,2,True,haystack
1.413,,validate,,38666240,25,2,True,
48,,convert,2347,85344256,25,2,True,crewai
51,,convert,1673,85164032,25,2,True,adk
48,,convert,1979,84983808,25,2,True,langgraph
57,,convert,1211,84443136,25,2,True,openai-agents
53,,convert,3350,85344256,25,2,True,microsoft-agent-framework
69,,convert,2795,84623360,25,2,True,strands
48,,convert,1135,83542016,25,2,True,pydantic-ai
49,,convert,2061,84623360,25,2,True,autogen
49,,convert,1939,83902464,25,2,True,semantic-kernel
50,,convert,1711,84082688,25,2,True,haystack
1.65,,validate,,38846464,26,2,True,
53,,convert,2347,84262912,26,2,True,crewai
53,,convert,1673,84443136,26,2,True,adk
55,,convert,1979,82640896,26,2,True,langgraph
48,,convert,1211,84262912,26,2,True,openai-agents
49,,convert,3350,84082688,26,2,True,microsoft-agent-framework
53,,convert,2795,84262912,26,2,True,strands
48,,convert,1135,84262912,26,2,True,pydantic-ai
51,,convert,2061,84262912,26,2,True,autogen
51,,convert,1939,82821120,26,2,True,semantic-kernel
47,,convert,1711,85164032,26,2,True,haystack
1.099,,validate,,38846464,27,2,True,
47,,convert,2347,84623360,27,2,True,crewai
50,,convert,1673,84619264,27,2,True,adk
47,,convert,1979,84443136,27,2,True,langgraph
57,,convert,1211,83902464,27,2,True,openai-agents
47,,convert,3350,85344256,27,2,True,microsoft-agent-framework
47,,convert,2795,84443136,27,2,True,strands
48,,convert,1135,84082688,27,2,True,pydantic-ai
47,,convert,2061,84443136,27,2,True,autogen
55,,convert,1939,84262912,27,2,True,semantic-kernel
50,,convert,1711,84623360,27,2,True,haystack
1.147,,validate,,38846464,28,2,True,
55,,convert,2347,84262912,28,2,True,crewai
53,,convert,1673,84615168,28,2,True,adk
48,,convert,1979,84803584,28,2,True,langgraph
49,,convert,1211,83742720,28,2,True,openai-agents
45,,convert,3350,84262912,28,2,True,microsoft-agent-framework
55,,convert,2795,84082688,28,2,True,strands
48,,convert,1135,84803584,28,2,True,pydantic-ai
41,,convert,2061,81199104,28,2,True,autogen
47,,convert,1939,85164032,28,2,True,semantic-kernel
47,,convert,1711,84803584,28,2,True,haystack
1.104,,validate,,38846464,29,2,True,
50,,convert,2347,84983808,29,2,True,crewai
46,,convert,1673,84262912,29,2,True,adk
49,,convert,1979,83001344,29,2,True,langgraph
52,,convert,1211,84262912,29,2,True,openai-agents
45,,convert,3350,84082688,29,2,True,microsoft-agent-framework
39,,convert,2795,84262912,29,2,True,strands
50,,convert,1135,84262912,29,2,True,pydantic-ai
53,,convert,2061,84262912,29,2,True,autogen
45,,convert,1939,85164032,29,2,True,semantic-kernel
48,,convert,1711,84262912,29,2,True,haystack
1.699,,validate,,38846464,30,2,True,
50,,convert,2347,85164032,30,2,True,crewai
42,,convert,1673,85524480,30,2,True,adk
52,,convert,1979,84082688,30,2,True,langgraph
45,,convert,1211,84082688,30,2,True,openai-agents
42,,convert,3350,83181568,30,2,True,microsoft-agent-framework
42,,convert,2795,83722240,30,2,True,strands
43,,convert,1135,80957440,30,2,True,pydantic-ai
39,,convert,2061,83722240,30,2,True,autogen
38,,convert,1939,84623360,30,2,True,semantic-kernel
38,,convert,1711,84262912,30,2,True,haystack
1.577,,validate,,38846464,1,4,True,
44,,convert,4293,84443136,1,4,True,crewai
43,,convert,2253,84443136,1,4,True,adk
48,,convert,3077,84803584,1,4,True,langgraph
51,,convert,2013,84615168,1,4,True,openai-agents
50,,convert,4122,84623360,1,4,True,microsoft-agent-framework
52,,convert,3749,84803584,1,4,True,strands
41,,convert,1813,84254720,1,4,True,pydantic-ai
41,,convert,3347,83722240,1,4,True,autogen
39,,convert,3121,84983808,1,4,True,semantic-kernel
49,,convert,2707,84803584,1,4,True,haystack
2.089,,validate,,38666240,2,4,True,
50,,convert,4293,84082688,2,4,True,crewai
47,,convert,2253,84082688,2,4,True,adk
55,,convert,3077,84623360,2,4,True,langgraph
44,,convert,2013,83902464,2,4,True,openai-agents
42,,convert,4122,84008960,2,4,True,microsoft-agent-framework
46,,convert,3749,83181568,2,4,True,strands
48,,convert,1813,84262912,2,4,True,pydantic-ai
52,,convert,3347,84262912,2,4,True,autogen
50,,convert,3121,84803584,2,4,True,semantic-kernel
41,,convert,2707,84443136,2,4,True,haystack
2.424,,validate,,38666240,3,4,True,
52,,convert,4293,83951616,3,4,True,crewai
51,,convert,2253,83542016,3,4,True,adk
50,,convert,3077,82280448,3,4,True,langgraph
40,,convert,2013,84262912,3,4,True,openai-agents
54,,convert,4122,83722240,3,4,True,microsoft-agent-framework
43,,convert,3749,84443136,3,4,True,strands
49,,convert,1813,84443136,3,4,True,pydantic-ai
52,,convert,3347,84623360,3,4,True,autogen
50,,convert,3121,84082688,3,4,True,semantic-kernel
53,,convert,2707,83542016,3,4,True,haystack
1.579,,validate,,38666240,4,4,True,
44,,convert,4293,83542016,4,4,True,crewai
54,,convert,2253,85704704,4,4,True,adk
48,,convert,3077,84262912,4,4,True,langgraph
53,,convert,2013,83542016,4,4,True,openai-agents
44,,convert,4122,83542016,4,4,True,microsoft-agent-framework
48,,convert,3749,84443136,4,4,True,strands
52,,convert,1813,83181568,4,4,True,pydantic-ai
40,,convert,3347,83722240,4,4,True,autogen
49,,convert,3121,84623360,4,4,True,semantic-kernel
52,,convert,2707,83001344,4,4,True,haystack
1.615,,validate,,38305792,5,4,True,
45,,convert,4293,81018880,5,4,True,crewai
54,,convert,2253,83722240,5,4,True,adk
46,,convert,3077,84803584,5,4,True,langgraph
50,,convert,2013,84623360,5,4,True,openai-agents
47,,convert,4122,83181568,5,4,True,microsoft-agent-framework
49,,convert,3749,84262912,5,4,True,strands
46,,convert,1813,84623360,5,4,True,pydantic-ai
41,,convert,3347,83542016,5,4,True,autogen
47,,convert,3121,84074496,5,4,True,semantic-kernel
57,,convert,2707,84082688,5,4,True,haystack
1.694,,validate,,38305792,6,4,True,
41,,convert,4293,80838656,6,4,True,crewai
57,,convert,2253,83722240,6,4,True,adk
39,,convert,3077,83361792,6,4,True,langgraph
44,,convert,2013,83902464,6,4,True,openai-agents
52,,convert,4122,83722240,6,4,True,microsoft-agent-framework
38,,convert,3749,83722240,6,4,True,strands
49,,convert,1813,84336640,6,4,True,pydantic-ai
48,,convert,3347,84443136,6,4,True,autogen
41,,convert,3121,83902464,6,4,True,semantic-kernel
56,,convert,2707,83361792,6,4,True,haystack
2.315,,validate,,38305792,7,4,True,
48,,convert,4293,83722240,7,4,True,crewai
51,,convert,2253,83542016,7,4,True,adk
50,,convert,3077,84082688,7,4,True,langgraph
53,,convert,2013,84082688,7,4,True,openai-agents
49,,convert,4122,84623360,7,4,True,microsoft-agent-framework
41,,convert,3749,83542016,7,4,True,strands
51,,convert,1813,82100224,7,4,True,pydantic-ai
43,,convert,3347,83902464,7,4,True,autogen
41,,convert,3121,81559552,7,4,True,semantic-kernel
55,,convert,2707,83542016,7,4,True,haystack
1.745,,validate,,38305792,8,4,True,
44,,convert,4293,83902464,8,4,True,crewai
47,,convert,2253,83902464,8,4,True,adk
52,,convert,3077,84623360,8,4,True,langgraph
48,,convert,2013,83722240,8,4,True,openai-agents
45,,convert,4122,84443136,8,4,True,microsoft-agent-framework
43,,convert,3749,83361792,8,4,True,strands
43,,convert,1813,82821120,8,4,True,pydantic-ai
45,,convert,3347,84623360,8,4,True,autogen
42,,convert,3121,82821120,8,4,True,semantic-kernel
44,,convert,2707,83542016,8,4,True,haystack
1.557,,validate,,38305792,9,4,True,
38,,convert,4293,78675968,9,4,True,crewai
58,,convert,2253,83902464,9,4,True,adk
49,,convert,3077,84262912,9,4,True,langgraph
43,,convert,2013,83722240,9,4,True,openai-agents
44,,convert,4122,77803520,9,4,True,microsoft-agent-framework
46,,convert,3749,82460672,9,4,True,strands
42,,convert,1813,84262912,9,4,True,pydantic-ai
42,,convert,3347,83181568,9,4,True,autogen
39,,convert,3121,83722240,9,4,True,semantic-kernel
55,,convert,2707,83542016,9,4,True,haystack
2.138,,validate,,38486016,10,4,True,
48,,convert,4293,84803584,10,4,True,crewai
55,,convert,2253,84623360,10,4,True,adk
40,,convert,3077,83902464,10,4,True,langgraph
48,,convert,2013,84082688,10,4,True,openai-agents
57,,convert,4122,84082688,10,4,True,microsoft-agent-framework
44,,convert,3749,84623360,10,4,True,strands
50,,convert,1813,83902464,10,4,True,pydantic-ai
49,,convert,3347,84443136,10,4,True,autogen
47,,convert,3121,84623360,10,4,True,semantic-kernel
52,,convert,2707,83902464,10,4,True,haystack
2.342,,validate,,38666240,11,4,True,
52,,convert,4293,84623360,11,4,True,crewai
43,,convert,2253,84082688,11,4,True,adk
46,,convert,3077,83902464,11,4,True,langgraph
50,,convert,2013,82280448,11,4,True,openai-agents
39,,convert,4122,84619264,11,4,True,microsoft-agent-framework
46,,convert,3749,83722240,11,4,True,strands
54,,convert,1813,83542016,11,4,True,pydantic-ai
52,,convert,3347,84443136,11,4,True,autogen
53,,convert,3121,84434944,11,4,True,semantic-kernel
44,,convert,2707,84262912,11,4,True,haystack
1.91,,validate,,38666240,12,4,True,
44,,convert,4293,84983808,12,4,True,crewai
51,,convert,2253,85164032,12,4,True,adk
51,,convert,3077,84082688,12,4,True,langgraph
53,,convert,2013,84623360,12,4,True,openai-agents
48,,convert,4122,82100224,12,4,True,microsoft-agent-framework
52,,convert,3749,84262912,12,4,True,strands
47,,convert,1813,84262912,12,4,True,pydantic-ai
49,,convert,3347,84443136,12,4,True,autogen
53,,convert,3121,83542016,12,4,True,semantic-kernel
54,,convert,2707,84443136,12,4,True,haystack
1.928,,validate,,38666240,13,4,True,
54,,convert,4293,84262912,13,4,True,crewai
53,,convert,2253,86384640,13,4,True,adk
47,,convert,3077,84221952,13,4,True,langgraph
48,,convert,2013,85843968,13,4,True,openai-agents
50,,convert,4122,85483520,13,4,True,microsoft-agent-framework
51,,convert,3749,84762624,13,4,True,strands
47,,convert,1813,85303296,13,4,True,pydantic-ai
42,,convert,3347,85123072,13,4,True,autogen
51,,convert,3121,84582400,13,4,True,semantic-kernel
48,,convert,2707,85483520,13,4,True,haystack
2.167,,validate,,39346176,14,4,True,
52,,convert,4293,84402176,14,4,True,crewai
50,,convert,2253,85303296,14,4,True,adk
42,,convert,3077,84582400,14,4,True,langgraph
38,,convert,2013,85123072,14,4,True,openai-agents
49,,convert,4122,84762624,14,4,True,microsoft-agent-framework
46,,convert,3749,84402176,14,4,True,strands
47,,convert,1813,84942848,14,4,True,pydantic-ai
39,,convert,3347,84762624,14,4,True,autogen
49,,convert,3121,84762624,14,4,True,semantic-kernel
49,,convert,2707,84762624,14,4,True,haystack
2.009,,validate,,39346176,15,4,True,
48,,convert,4293,85843968,15,4,True,crewai
44,,convert,2253,86384640,15,4,True,adk
51,,convert,3077,83320832,15,4,True,langgraph
41,,convert,2013,84402176,15,4,True,openai-agents
43,,convert,4122,85303296,15,4,True,microsoft-agent-framework
48,,convert,3749,85303296,15,4,True,strands
41,,convert,1813,83681280,15,4,True,pydantic-ai
54,,convert,3347,84934656,15,4,True,autogen
40,,convert,3121,84762624,15,4,True,semantic-kernel
50,,convert,2707,84942848,15,4,True,haystack
2.065,,validate,,39346176,16,4,True,
48,,convert,4293,84762624,16,4,True,crewai
43,,convert,2253,84402176,16,4,True,adk
50,,convert,3077,85483520,16,4,True,langgraph
40,,convert,2013,85123072,16,4,True,openai-agents
49,,convert,4122,84762624,16,4,True,microsoft-agent-framework
41,,convert,3749,84942848,16,4,True,strands
47,,convert,1813,84942848,16,4,True,pydantic-ai
49,,convert,3347,81518592,16,4,True,autogen
49,,convert,3121,84582400,16,4,True,semantic-kernel
41,,convert,2707,83501056,16,4,True,haystack
1.554,,validate,,39346176,17,4,True,
47,,convert,4293,84942848,17,4,True,crewai
50,,convert,2253,86384640,17,4,True,adk
47,,convert,3077,84942848,17,4,True,langgraph
46,,convert,2013,85123072,17,4,True,openai-agents
47,,convert,4122,85839872,17,4,True,microsoft-agent-framework
39,,convert,3749,84938752,17,4,True,strands
47,,convert,1813,85663744,17,4,True,pydantic-ai
53,,convert,3347,85663744,17,4,True,autogen
47,,convert,3121,84402176,17,4,True,semantic-kernel
48,,convert,2707,83861504,17,4,True,haystack
1.584,,validate,,39346176,18,4,True,
45,,convert,4293,84762624,18,4,True,crewai
46,,convert,2253,85483520,18,4,True,adk
39,,convert,3077,73220096,18,4,True,langgraph
44,,convert,2013,84402176,18,4,True,openai-agents
62,,convert,4122,82419712,18,4,True,microsoft-agent-framework
45,,convert,3749,85303296,18,4,True,strands
49,,convert,1813,83673088,18,4,True,pydantic-ai
49,,convert,3347,82599936,18,4,True,autogen
42,,convert,3121,82051072,18,4,True,semantic-kernel
56,,convert,2707,85663744,18,4,True,haystack
1.598,,validate,,39346176,19,4,True,
51,,convert,4293,84942848,19,4,True,crewai
57,,convert,2253,85663744,19,4,True,adk
50,,convert,3077,85663744,19,4,True,langgraph
47,,convert,2013,84942848,19,4,True,openai-agents
53,,convert,4122,85266432,19,4,True,microsoft-agent-framework
46,,convert,3749,85843968,19,4,True,strands
53,,convert,1813,81813504,19,4,True,pydantic-ai
47,,convert,3347,84942848,19,4,True,autogen
49,,convert,3121,84762624,19,4,True,semantic-kernel
49,,convert,2707,85663744,19,4,True,haystack
2.136,,validate,,39526400,20,4,True,
53,,convert,4293,85483520,20,4,True,crewai
46,,convert,2253,84582400,20,4,True,adk
45,,convert,3077,85549056,20,4,True,langgraph
46,,convert,2013,84582400,20,4,True,openai-agents
51,,convert,4122,85123072,20,4,True,microsoft-agent-framework
40,,convert,3749,84942848,20,4,True,strands
55,,convert,1813,84402176,20,4,True,pydantic-ai
49,,convert,3347,85843968,20,4,True,autogen
46,,convert,3121,84942848,20,4,True,semantic-kernel
43,,convert,2707,84762624,20,4,True,haystack
1.61,,validate,,39346176,21,4,True,
43,,convert,4293,82780160,21,4,True,crewai
50,,convert,2253,85663744,21,4,True,adk
44,,convert,3077,84942848,21,4,True,langgraph
47,,convert,2013,85303296,21,4,True,openai-agents
53,,convert,4122,85114880,21,4,True,microsoft-agent-framework
50,,convert,3749,85303296,21,4,True,strands
51,,convert,1813,85659648,21,4,True,pydantic-ai
48,,convert,3347,84942848,21,4,True,autogen
54,,convert,3121,84762624,21,4,True,semantic-kernel
41,,convert,2707,84762624,21,4,True,haystack
2.038,,validate,,39346176,22,4,True,
51,,convert,4293,84762624,22,4,True,crewai
43,,convert,2253,84402176,22,4,True,adk
49,,convert,3077,85483520,22,4,True,langgraph
51,,convert,2013,84762624,22,4,True,openai-agents
55,,convert,4122,85303296,22,4,True,microsoft-agent-framework
50,,convert,3749,85483520,22,4,True,strands
43,,convert,1813,86024192,22,4,True,pydantic-ai
43,,convert,3347,82419712,22,4,True,autogen
59,,convert,3121,84762624,22,4,True,semantic-kernel
43,,convert,2707,84041728,22,4,True,haystack
1.984,,validate,,39526400,23,4,True,
52,,convert,4293,83783680,23,4,True,crewai
51,,convert,2253,86204416,23,4,True,adk
50,,convert,3077,86024192,23,4,True,langgraph
47,,convert,2013,86024192,23,4,True,openai-agents
51,,convert,4122,84942848,23,4,True,microsoft-agent-framework
46,,convert,3749,84762624,23,4,True,strands
48,,convert,1813,85303296,23,4,True,pydantic-ai
49,,convert,3347,85483520,23,4,True,autogen
46,,convert,3121,84582400,23,4,True,semantic-kernel
39,,convert,2707,84221952,23,4,True,haystack
1.7,,validate,,39706624,24,4,True,
54,,convert,4293,84582400,24,4,True,crewai
52,,convert,2253,86564864,24,4,True,adk
49,,convert,3077,86384640,24,4,True,langgraph
50,,convert,2013,85843968,24,4,True,openai-agents
48,,convert,4122,84119552,24,4,True,microsoft-agent-framework
54,,convert,3749,85483520,24,4,True,strands
41,,convert,1813,84041728,24,4,True,pydantic-ai
45,,convert,3347,85749760,24,4,True,autogen
52,,convert,3121,86024192,24,4,True,semantic-kernel
47,,convert,2707,84582400,24,4,True,haystack
1.607,,validate,,39706624,25,4,True,
50,,convert,4293,85663744,25,4,True,crewai
46,,convert,2253,85303296,25,4,True,adk
45,,convert,3077,85123072,25,4,True,langgraph
45,,convert,2013,85843968,25,4,True,openai-agents
44,,convert,4122,85303296,25,4,True,microsoft-agent-framework
54,,convert,3749,84942848,25,4,True,strands
39,,convert,1813,84582400,25,4,True,pydantic-ai
51,,convert,3347,85123072,25,4,True,autogen
46,,convert,3121,79704064,25,4,True,semantic-kernel
48,,convert,2707,81518592,25,4,True,haystack
1.988,,validate,,39706624,26,4,True,
50,,convert,4293,85303296,26,4,True,crewai
41,,convert,2253,85303296,26,4,True,adk
42,,convert,3077,85303296,26,4,True,langgraph
47,,convert,2013,84942848,26,4,True,openai-agents
45,,convert,4122,79470592,26,4,True,microsoft-agent-framework
52,,convert,3749,84762624,26,4,True,strands
47,,convert,1813,85303296,26,4,True,pydantic-ai
52,,convert,3347,85303296,26,4,True,autogen
41,,convert,3121,85303296,26,4,True,semantic-kernel
45,,convert,2707,86204416,26,4,True,haystack
1.553,,validate,,39706624,27,4,True,
54,,convert,4293,85843968,27,4,True,crewai
51,,convert,2253,86024192,27,4,True,adk
40,,convert,3077,85483520,27,4,True,langgraph
46,,convert,2013,83861504,27,4,True,openai-agents
51,,convert,4122,84221952,27,4,True,microsoft-agent-framework
55,,convert,3749,85303296,27,4,True,strands
48,,convert,1813,86204416,27,4,True,pydantic-ai
51,,convert,3347,85663744,27,4,True,autogen
48,,convert,3121,84934656,27,4,True,semantic-kernel
50,,convert,2707,84942848,27,4,True,haystack
1.567,,validate,,39706624,28,4,True,
49,,convert,4293,83861504,28,4,True,crewai
49,,convert,2253,85483520,28,4,True,adk
56,,convert,3077,84221952,28,4,True,langgraph
49,,convert,2013,85663744,28,4,True,openai-agents
49,,convert,4122,85843968,28,4,True,microsoft-agent-framework
49,,convert,3749,85303296,28,4,True,strands
48,,convert,1813,84942848,28,4,True,pydantic-ai
42,,convert,3347,85663744,28,4,True,autogen
43,,convert,3121,85123072,28,4,True,semantic-kernel
49,,convert,2707,85123072,28,4,True,haystack
2.005,,validate,,39526400,29,4,True,
49,,convert,4293,85843968,29,4,True,crewai
51,,convert,2253,86110208,29,4,True,adk
49,,convert,3077,85843968,29,4,True,langgraph
48,,convert,2013,85123072,29,4,True,openai-agents
54,,convert,4122,85303296,29,4,True,microsoft-agent-framework
50,,convert,3749,85303296,29,4,True,strands
48,,convert,1813,85483520,29,4,True,pydantic-ai
47,,convert,3347,85123072,29,4,True,autogen
48,,convert,3121,84942848,29,4,True,semantic-kernel
53,,convert,2707,84942848,29,4,True,haystack
2.154,,validate,,39526400,30,4,True,
49,,convert,4293,84942848,30,4,True,crewai
43,,convert,2253,84221952,30,4,True,adk
54,,convert,3077,86024192,30,4,True,langgraph
68,,convert,2013,84221952,30,4,True,openai-agents
46,,convert,4122,81338368,30,4,True,microsoft-agent-framework
46,,convert,3749,85123072,30,4,True,strands
48,,convert,1813,84942848,30,4,True,pydantic-ai
44,,convert,3347,84402176,30,4,True,autogen
44,,convert,3121,85483520,30,4,True,semantic-kernel
45,,convert,2707,85663744,30,4,True,haystack
2.749,,validate,,39346176,1,8,True,
52,,convert,8185,84942848,1,8,True,crewai
51,,convert,3413,85123072,1,8,True,adk
51,,convert,5273,84942848,1,8,True,langgraph
41,,convert,3617,84402176,1,8,True,openai-agents
45,,convert,5666,84402176,1,8,True,microsoft-agent-framework
42,,convert,5657,83501056,1,8,True,strands
45,,convert,3169,81158144,1,8,True,pydantic-ai
49,,convert,5919,85123072,1,8,True,autogen
53,,convert,5485,85663744,1,8,True,semantic-kernel
50,,convert,4699,85123072,1,8,True,haystack
3.287,,validate,,39346176,2,8,True,
60,,convert,8185,84762624,2,8,True,crewai
45,,convert,3413,85303296,2,8,True,adk
45,,convert,5273,85483520,2,8,True,langgraph
52,,convert,3617,84582400,2,8,True,openai-agents
43,,convert,5666,84762624,2,8,True,microsoft-agent-framework
41,,convert,5657,84942848,2,8,True,strands
50,,convert,3169,84582400,2,8,True,pydantic-ai
51,,convert,5919,85663744,2,8,True,autogen
55,,convert,5485,85123072,2,8,True,semantic-kernel
47,,convert,4699,84221952,2,8,True,haystack
3.707,,validate,,39346176,3,8,True,
53,,convert,8185,83165184,3,8,True,crewai
54,,convert,3413,84582400,3,8,True,adk
50,,convert,5273,86204416,3,8,True,langgraph
45,,convert,3617,85483520,3,8,True,openai-agents
44,,convert,5666,85663744,3,8,True,microsoft-agent-framework
45,,convert,5657,81879040,3,8,True,strands
42,,convert,3169,84942848,3,8,True,pydantic-ai
51,,convert,5919,84762624,3,8,True,autogen
49,,convert,5485,84762624,3,8,True,semantic-kernel
49,,convert,4699,85843968,3,8,True,haystack
4.82,,validate,,39346176,4,8,True,
53,,convert,8185,86204416,4,8,True,crewai
52,,convert,3413,84942848,4,8,True,adk
44,,convert,5273,85843968,4,8,True,langgraph
49,,convert,3617,84582400,4,8,True,openai-agents
53,,convert,5666,84762624,4,8,True,microsoft-agent-framework
46,,convert,5657,85123072,4,8,True,strands
38,,convert,3169,84393984,4,8,True,pydantic-ai
56,,convert,5919,84402176,4,8,True,autogen
50,,convert,5485,85123072,4,8,True,semantic-kernel
40,,convert,4699,84582400,4,8,True,haystack
6.058,,validate,,39165952,5,8,True,
55,,convert,8185,84762624,5,8,True,crewai
52,,convert,3413,86745088,5,8,True,adk
52,,convert,5273,85663744,5,8,True,langgraph
48,,convert,3617,85123072,5,8,True,openai-agents
50,,convert,5666,85209088,5,8,True,microsoft-agent-framework
51,,convert,5657,84762624,5,8,True,strands
42,,convert,3169,84942848,5,8,True,pydantic-ai
48,,convert,5919,84762624,5,8,True,autogen
44,,convert,5485,84942848,5,8,True,semantic-kernel
54,,convert,4699,84041728,5,8,True,haystack
3.744,,validate,,39165952,6,8,True,
53,,convert,8185,84762624,6,8,True,crewai
58,,convert,3413,84942848,6,8,True,adk
47,,convert,5273,85483520,6,8,True,langgraph
43,,convert,3617,80977920,6,8,True,openai-agents
48,,convert,5666,85483520,6,8,True,microsoft-agent-framework
49,,convert,5657,84942848,6,8,True,strands
47,,convert,3169,83501056,6,8,True,pydantic-ai
48,,convert,5919,85078016,6,8,True,autogen
46,,convert,5485,84762624,6,8,True,semantic-kernel
54,,convert,4699,85123072,6,8,True,haystack
2.829,,validate,,39165952,7,8,True,
48,,convert,8185,79003648,7,8,True,crewai
52,,convert,3413,86024192,7,8,True,adk
44,,convert,5273,84582400,7,8,True,langgraph
52,,convert,3617,83501056,7,8,True,openai-agents
53,,convert,5666,84402176,7,8,True,microsoft-agent-framework
46,,convert,5657,81637376,7,8,True,strands
44,,convert,3169,85663744,7,8,True,pydantic-ai
48,,convert,5919,85843968,7,8,True,autogen
45,,convert,5485,84221952,7,8,True,semantic-kernel
46,,convert,4699,84582400,7,8,True,haystack
2.872,,validate,,39165952,8,8,True,
57,,convert,8185,85303296,8,8,True,crewai
52,,convert,3413,85483520,8,8,True,adk
39,,convert,5273,84934656,8,8,True,langgraph
46,,convert,3617,85843968,8,8,True,openai-agents
39,,convert,5666,85123072,8,8,True,microsoft-agent-framework
41,,convert,5657,84582400,8,8,True,strands
43,,convert,3169,85123072,8,8,True,pydantic-ai
49,,convert,5919,85843968,8,8,True,autogen
56,,convert,5485,85303296,8,8,True,semantic-kernel
42,,convert,4699,83861504,8,8,True,haystack
3.601,,validate,,39346176,9,8,True,
48,,convert,8185,82960384,9,8,True,crewai
44,,convert,3413,85123072,9,8,True,adk
45,,convert,5273,84582400,9,8,True,langgraph
51,,convert,3617,84094976,9,8,True,openai-agents
46,,convert,5666,85123072,9,8,True,microsoft-agent-framework
48,,convert,5657,85303296,9,8,True,strands
44,,convert,3169,85123072,9,8,True,pydantic-ai
49,,convert,5919,85475328,9,8,True,autogen
58,,convert,5485,84942848,9,8,True,semantic-kernel
46,,convert,4699,85843968,9,8,True,haystack
3.492,,validate,,39165952,10,8,True,
52,,convert,8185,84754432,10,8,True,crewai
53,,convert,3413,84762624,10,8,True,adk
50,,convert,5273,84910080,10,8,True,langgraph
40,,convert,3617,85295104,10,8,True,openai-agents
41,,convert,5666,84402176,10,8,True,microsoft-agent-framework
53,,convert,5657,85123072,10,8,True,strands
41,,convert,3169,81698816,10,8,True,pydantic-ai
55,,convert,5919,85123072,10,8,True,autogen
43,,convert,5485,84762624,10,8,True,semantic-kernel
51,,convert,4699,84582400,10,8,True,haystack
2.834,,validate,,39165952,11,8,True,
54,,convert,8185,86204416,11,8,True,crewai
49,,convert,3413,85663744,11,8,True,adk
48,,convert,5273,85663744,11,8,True,langgraph
48,,convert,3617,84402176,11,8,True,openai-agents
48,,convert,5666,84582400,11,8,True,microsoft-agent-framework
48,,convert,5657,84762624,11,8,True,strands
48,,convert,3169,85663744,11,8,True,pydantic-ai
50,,convert,5919,84758528,11,8,True,autogen
50,,convert,5485,85483520,11,8,True,semantic-kernel
49,,convert,4699,84762624,11,8,True,haystack
2.867,,validate,,39165952,12,8,True,
50,,convert,8185,85118976,12,8,True,crewai
46,,convert,3413,85843968,12,8,True,adk
42,,convert,5273,85483520,12,8,True,langgraph
48,,convert,3617,84942848,12,8,True,openai-agents
50,,convert,5666,85123072,12,8,True,microsoft-agent-framework
47,,convert,5657,84762624,12,8,True,strands
49,,convert,3169,84942848,12,8,True,pydantic-ai
45,,convert,5919,85483520,12,8,True,autogen
49,,convert,5485,84942848,12,8,True,semantic-kernel
54,,convert,4699,84402176,12,8,True,haystack
5.592,,validate,,38985728,13,8,True,
49,,convert,8185,85479424,13,8,True,crewai
57,,convert,3413,84942848,13,8,True,adk
50,,convert,5273,84582400,13,8,True,langgraph
47,,convert,3617,84402176,13,8,True,openai-agents
48,,convert,5666,84582400,13,8,True,microsoft-agent-framework
51,,convert,5657,84402176,13,8,True,strands
60,,convert,3169,84582400,13,8,True,pydantic-ai
49,,convert,5919,83861504,13,8,True,autogen
51,,convert,5485,82780160,13,8,True,semantic-kernel
41,,convert,4699,84762624,13,8,True,haystack
4.033,,validate,,38985728,14,8,True,
55,,convert,8185,84041728,14,8,True,crewai
54,,convert,3413,84402176,14,8,True,adk
41,,convert,5273,84402176,14,8,True,langgraph
51,,convert,3617,82780160,14,8,True,openai-agents
52,,convert,5666,84402176,14,8,True,microsoft-agent-framework
52,,convert,5657,85303296,14,8,True,strands
49,,convert,3169,85303296,14,8,True,pydantic-ai
52,,convert,5919,85663744,14,8,True,autogen
47,,convert,5485,84402176,14,8,True,semantic-kernel
49,,convert,4699,85483520,14,8,True,haystack
2.84,,validate,,38985728,15,8,True,
54,,convert,8185,86204416,15,8,True,crewai
44,,convert,3413,86384640,15,8,True,adk
52,,convert,5273,84582400,15,8,True,langgraph
49,,convert,3617,85123072,15,8,True,openai-agents
46,,convert,5666,84942848,15,8,True,microsoft-agent-framework
48,,convert,5657,84582400,15,8,True,strands
50,,convert,3169,84762624,15,8,True,pydantic-ai
60,,convert,5919,83681280,15,8,True,autogen
49,,convert,5485,84582400,15,8,True,semantic-kernel
47,,convert,4699,84574208,15,8,True,haystack
2.875,,validate,,38985728,16,8,True,
